idFrame,name,description
1052,Enganação_intencional,"Um #Enganador executa alguma ação para que a #Vítima termine com um entendimento incorreto sobre alguns #Tópico. O #Meio pode ser via comunicação, obscurecimento perceptivo ou apenas executar uma ação da qual a #Vítima tirará conclusões incorretas."
1053,Cair_em_emboscada,"Uma #Vítima chega a ter crenças incorretas como resultado da exposição a um #Engano. O #Engano é necessariamente orquestrado por um ou mais agentes, embora eles não sejam expressos pelas ULs nesse frame."
1054,Enganação_sucesso,Um #Enganador faz com que uma #Vítima acabe com crenças incorretas sobre um #Tópico. A #Vítima volta a essas crenças ao perceber uma enganação.
1055,Sacar_qual_é,"Um #Pensador percebe que um #Estado_de_coisas (ou #Entidade_focal dentro do #Estado_de_coisas) tem a finalidade de enganar (o #Pensador não é necessariamente a vítima pretendida do engodo). O #Pensador chega a essa conclusão através de percepção e raciocínio, e não, por exemplo, por ser informado do verdadeiro estado de coisas. "
1056,Detonar_explosivo,Um #Agente faz com que um dispositivo #Explosivo exploda.
1057,Esconderijo,"Um #Esconderijo oculto de um #Recurso é mantido seguro e disponível para #Uso posterior. A existência, localização e outras informações sobre o #Esconderijo são mantidas em segredo pelo #Possuidor."
1058,Explosão,"Devido a reações químicas, nucleares ou outras, um #Explosivo explode, potencialmente causando danos à área circundante. O #Explosivo é muitas vezes, mas não precisa ser, uma arma."
1059,Armadilha,O #Enganador cria uma Armadilha para fazer com que a #Vítima tenha um entendimento incorreto sobre uma situação. O #Enganador antecipa que isso levará a #Vítima a tomar um plano de ação (incluindo não fazer nada) que cause dano a ela mesma.
1060,Desencadeamento,"Uma #Causa, um evento ou indivíduo, desencadeia um #Sistema para operar de acordo com o propósito a que se destina. Esse #Sistema geralmente é ou contém um detector ou alarme (como um detector de metais) que sinaliza a presença de outro objeto ou evento. Ele também pode ser ou conter um dispositivo explosivo. O #Meio pelo qual a causa ativa o sistema também pode ser especificado."
1061,Tornar-se_visível,"Uma #Entidade, que não era previamente visível a um #Perceptor, torna-se visível."
1062,Rebelião,"Um indivíduo ou grupo, o #Rebelde, rejeita a autoridade da #Liderança_atual e tenta tirá-la do poder. A rebelião pode, mas não precisa ser violenta. Em vez de expressar rebelião contra a #Liderança_atual, as unidades lexicais nesse frame podem aparecer com expressões descrevendo a #Ordem_atual, o sistema de governo que os rebeldes rejeitam."
1063,Revolução,"Um #Agente provoca uma mudança radical na liderança removendo a #Liderança_atual e potencialmente desmantelando a #Ordem_atual, fora dos meios reconhecidos de fazê-lo (por exemplo, eleições)."
1064,Pegadinha,"Um #Brincalhão, por meio de uma #Pegadinha, decide enganar uma #Vítima, com o resultado de que algum dano ou vergonha chega à #Vítima."
1065,Protesto,Um #Protestador (ou #Protestadores) expressa uma forte opinião em apoio ou contra um #Assunto ou a #Ação (ou ações) de um #Lado que tem relação com o #Assunto. A expressão pública de apoio ou oposição frequentemente envolve múltiplos #Protestadores participando de uma assembleia organizada em um local público. 
1066,Grupo_temporário,Um #Grupo_temporário é formado por membros de uma #Organização_matriz para uma determinada #Finalidade. O #Grupo_temporário não existe independentemente dentro da #Organização_matriz. Está sob o controle de um #Possuidor_continente que também controla a #Organização_matriz.
1067,Fechamento_de_empresa,"Um local de negócios, a #Entidade, deixa de fornecer serviços e fecha."
1068,Comitiva,"Um grupo de #Indivíduos forma um grupo, a #Comitiva, que permanece co-localizada com a #Pessoa_acompanhada. A #Comitiva pode ter um propósito específico para seguir a #Pessoa_acompanhada, como para protegê-la ou servi-la, ou o propósito pode ser vago (por exemplo, estar perto de uma pessoa de poder)."
1070,Estado_de_conhecimento,"Algum #Conteúdo faz parte do modelo mental do #Pensador. O #Pensador chega ao modelo mental não pela percepção direta, mas pelo raciocínio dos fenômenos percebidos. Como alternativa, o #Papel de um objeto específico é conhecido por ser aplicável a esse objeto."
1071,Comboio,Um #Comboio consiste em vários #Veículos que se movem juntos para transportar uma #Carga de uma #Fonte para um #Alvo.
1072,Pessoas_em_combate,Uma #Pessoa luta por um Lado em um conflito militar. 
1073,Armadura,"#Bem cuja segurança é desejável, ele é protegido contra danos por uma cobertura, a #Armadura. A #Armadura cobre parte ou todo o #Bem e foi projetada para absorver a força de um #Perigo iminente."
1074,Posto_de_trabalho,"O #Agente é destinado a um #Posto onde ele ou ela desempenha uma tarefa associada a esse #Posto. Alternativamente, o #Agente é expresso como  agindo em relação a uma #Entidade_saliente associada a uma tarefa. Em muitos casos, a #Entidade_saliente está localizada no #Posto.

<ex><fex name=""Agent"">Voluntários</fex> estavam <t>atendendo</t> <fex name=""Salient_entity""> os telefones</fex>.</ex>

<ex><t>Homem,</t> <fex name=""Post"">essa é a sua estação</fex>! <fex name=""Agent"">CNI</fex></ex>"
1075,Quantidade,Este frame contém nomes denotando #Quantidades de um #Entidade especificado e seus #Valores numéricos. Observe que os nomes neste frame NÃO transmitem uma quantia graduável por conta própria.
1076,Patrulhar,"Um indivíduo ou grupo, a #Patrulha, move-se através do #Fundo, examinando-o com o intuito de se certificar de que ele se encontra em um #Estado_desejado, e em particular que está seguro e não contém nenhuma #Entidade_indesejada perigosa. Alternativamente, em vez de se mover pelo #Fundo, a #Patrulha pode simplesmente mover-se de forma que todo o #Fundo (suas partes relevantes) possa ser observado e checado. "
1077,Existência_circunscrita,"Uma #Entidade é entendida como sendo experenciável dentro de um conjunto delimitado de #Circunstâncias, que podem ser mais limitadamente expressas por um #Tempo ou #Lugar."
1078,Cenário_de_enganação,"Enganação é um cenário em que um #Enganador tenta fazer com que uma #Vítima chegue a um entendimento incorreto sobre um #Tópico. Isto pode ser feito apresentando um #Fenômeno enganoso à #Vítima, ou escondendo a existência de itens nos quais a #Vítima pode estar interessada. Note que a #Vítima não está necessariamente ciente da (possível) existência do #Tópico ou itens relacionados a ele."
1080,Não-combatente,"Este frame contém palavras que denotam pessoas que não estão participando de um #Conflito militar.
"
1081,Publicar,"Um #Editor torna uma #Obra de um #Autor (ou autores) disponível para algum #Público para apreciação geral, exame e referência. A #Mídia de uma #Obra pode variar; exemplos incluem livros, programas de TV, filmes e programas de rádio. A publicação normalmente envolve uma série de outros eventos, como edição e propaganda da #Obra, e produção em massa e vendas de uma representação da #Obra; assim, na versão mais elaborada da publicação, há uma série de outros papéis potenciais, como editor, publicitário / publicitário, distribuidor, prensa, etc., mas nenhum deles aparece como papéis separados e sintaticamente distintos para as ULs neste frame."
1082,Fechamento_de_locais,"Uma construção ou localização que pode ser fechada para impedir entrada, o #Local,  deixa de estar aberto para uso. "
1083,Fracasso_de_empreendimento,"Alguns indivíduos ou grupos deixam de ser capazes de sustentar um #Empreendimento (uma atividade de longo prazo que envolve interação econômica com o público, geralmente um empreendimento comercial). Ao contrário de Fechamento_de_empresa e Fechamento_do_local, o #Empreendimento não precisa se referir a uma organização ou empresa vinculada a um local ou local específico."
1084,Dispositivo_explosivo_improvisado,"Um dispositivo explosivo improvisado é uma #Bomba ou um dispositivo similar usado em uma guerra não-convencional. Consiste em um material explosivo conectado em um detonador, possivelmente incluindo outros materiais com a intenção de danificar pessoas e propriedades próximas."
1085,Vítima_explosivo_IED_operado,"Um dispositivo explosivo improvisado, a #Bomba, é colocada de modo a ser escondido da vista ou disfarçado de algo não prejudicial. É programado para detonar quando acionado por ações de uma vítima pretendida. Possíveis ações de acionamento incluem pisar em uma placa sensível à pressão, ativar um fio de disparo ou mover um objeto que ativa um dispositivo acionado por mola."
1086,Localização_relacional,Este é um frame geral que identifica uma #Região_perfilada cuja configuração é especificada por um esquema imagético (especificado em frames filhos mais específicos) e localizada em relação a um #Fundo.
1087,Locais_por_colocação,Uma #Região_perfilada é identificada como sendo a região onde a #Entidade está localizada. 
1088,Veículo_partida_estágio_inicial,"Um #Veículo se move para a posição, ou de outro modo, altera a configuração ou o estado como preparação para operação padrão. O foco do evento está no estado do #Veículo em vez de qualquer agente que esteja manipulando o #Veículo."
1089,Local_designado,"Um indivíduo atribuído a um #Posto para permanecer, geralmente para realizar uma tarefa. O #Posto pode ter um uso pretendido com base em seus recursos (por exemplo, um estande de fornecedor) ou pode ser temporariamente atribuído a um uso."
1090,Inatividade,"Um #Protagonista espera por um #Pedido_esperado, e está preparado para pedir quando se trata de engajar em uma #Atividade. Alternativamente, o #Protagonista espera por uma #Entidade_relevante envolvida no pedido, mais normalmente notada como a pessoa fazendo o pedido."
1092,Fazer_descer,"Um #Agente desativa um #Paciente voador ou flutuante, fazendo com que seja incapaz de se sustentar em seu meio atual."
1093,Veículo_aterrissagem,"Um #Veículo voador chega ao chão em um #Destino de maneira controlada, tipicamente (mas não necessariamente) operado por um operador."
1094,Causar_aterrissar,"Um #Operador manobra um #Veículo, que tipicamente não opera em terra, para a terra. Ex. Um avião ou barco. "
1095,Cenário_de_operar_veículo,"Este frame descreve um #Operador interagindo com um #Veículo para transportar a si mesmo (e possivelmente outros) de uma #Fonte a um #Alvo. As três etapas primárias são a preparação para operação canônica, operação do veículo propriamente dita e trazer o veículo de volta a um estado de repouso, onde ele pode continuar a se mover, mas não da maneira típica."
1096,Status_do_transporte,Um #Passageiro está sendo transportado em um #Veículo ou está se movendo a pé. 
1097,Autocontrole,Um #Agente ativamente (mas nem sempre com sucesso) tenta impedir-se de participar de um #Evento. O #Agente geralmente é enviado ao evento por causa de um desejo interno.
1098,Display_de_Informação,"Um artefato feito por seres humanos, digital ou físico, que é usado para disseminar informações presentes via o objeto. "
1099,Objeto_controlador,"Este frame contém itens que, quando manipulados, alteram a função de algum dispositivo, interno ou externo."
1100,Instituição_do_governo,"A #Instituição é uma organização que faz parte de um governo, cuja #Finalidade é fornecer um serviço ou cumprir um papel designado pelo governo. A #Finalidade pode, mas não necessariamente, implicar a interação direta dos cidadãos."
1101,Órgão_de_aplicação_da_lei,Um #Órgão de aplicação da lei recebe do governo a incumbência de garantir a obediência às leis em uma #Jurisdição particular. 
1102,Responsabilidade,Um #Agente é responsável por ter realizado intencionalmente um #Ato ou por ser o principal instigador por trás do #Ato. Muitas vezes há um sentimento de avaliação negativa do #Agente por ter agido de tal forma. 
1103,Ataque_suicida,"Um #Agressor ataca uma #Vítima, com intenção de morrer no processo. No caso prototípico, o ataque é desenhado para matar o #Agressor, como quando o piloto deliberadamente bate o avião no alvo."
1104,Artefato_explosivo_improvisado_operado_à_distância,"Um dispositivo explosivo improvisado, a #Bomba, é manipulado para detonar quando recebe um sinal, normalmente por um fio que leva a um gatilho. O gatilho pode ser operado diretamente pelo #Detonador, em cujo caso a arma é conhecida como CWIED (fio de comando IED). Ou, o mecanismo de disparo pode ser ativado sem fio, como por um telefone celular. Neste caso, a arma é chamada de RCIED (IED de controle remoto)."
1105,Desejabilidade_social,"Esse frame contém ULs que são como as do frame de Desejabilidade, com a diferença de que o #Avaliado incorpora o #Parâmetro como sendo ""associado a um lugar percebido em uma hierarquia social"" para todas as ULs. As ULs não são restritas a implicações positivas ou negativas."
1106,Ponto_de_disparo,Um local a partir do qual um #Detonador ativa um dispositivo explosivo localizado de forma distante.
1107,Capturar_prisioneiro,"Um #Agent começa a impedir que um #Prisioneiro se mova, apesar de uma tendência ou desejo por parte do #Prisioneiro de fazê-lo."
1108,Cenário_de_restrição_de_movimento,"Esse cenário refere-se a um #Agente que restringe o movimento de um #Tema contra o desejo, o plano ou a tendência de ser livre. Após um período de tempo, o #Agente pode optar por liberar o #Tema, ou o #Tema pode escapar ou ser libertado por uma causa interveniente."
1109,Libertar_prisioneiro,Um #Agente traz o fim do cativeiro de um #Tema em um #Local_do_confinamento em contravenção dos planos ou desejos de um captor.
1110,Especificação_individual,ULs neste frame denotam que a #Instância de um #Tipo é contextualmente notável. Esse frame normalmente requer anotação de camada EF dupla.
1111,Semelhança,"Este frame contém palavras que descrevem um conjunto de indivíduos que possuem alguma #Semelhança, geralmente um atributo comum."
1112,Membro_das_forças_armadas,"Uma #Pessoa é membro de uma organização militar organizada pertencente a um estado-nação ou órgão similar. A adesão militar pode ser em tempo parcial, mas é considerada um trabalho. Isso está em oposição aos combatentes que podem ser leais a uma causa específica, mas não fazem parte do braço militar de um governo."
1113,Pessoas_por_especialidade_militar,As ULs nesse frame referem-se a um #Combatente em uma #Organização_militar de acordo com sua especialidade em geral ou sua função em um determinado local e tempo. O #Combatente pode fazer parte das forças armadas de um estado-nação ou pode ser membro de uma organização militar irregular.
1114,Estar_em_cativeiro,Um #Tema é mantido em cativeiro por um #Agente ou uma #Causa.
1115,Estar_encarcerado,Um #Prisioneiro é punido por cometer um #Crime sendo confinado em uma #Prisão por um período de tempo especificado.
1116,Liberar_do_confinamento,"Um #Agente faz com que um #Tema que foi mantido em cativeiro esteja livre do #Local_de_confinamento, contra os desejos dos captores."
1117,Amigável_ou_hostil,Duas partes ou indivíduos estão do mesmo lado ou de lados diferentes de um conflito (tipicamente militar). Os dois lados podem ser expressos em conjunto como o #Lados ou separadamente como #Lado_1 e #Lado_2.
1118,Operação_militar,"A #Força militar de um #Possuidor (seja uma nação, instituição ou indivíduo) conduz atividades em larga escala em uma #Área para atingir objetivos militares ou objetivos militares/não militares combinados."
1119,Contra-atacar,"Um #Agressor ataca fisicamente uma #Vítima, que geralmente é, mas nem sempre é sensível, causando ou pretendendo causar o dano físico à #Vítima. O ataque é uma resposta a um ataque anterior da #Vítima no #Agressor atual, ou de atores associados ao #Agressor ou à #Vítima. Uma #Arma usada pelo #Agressor também pode ser mencionada, além do habitual #Lugar, #Tempo, #Finalidade, #Explicação, etc. Às vezes, um local é usado metonimicamente para representar o #Agressor ou a #Vítima e, nesses casos, o EF #Lugar será anotado em uma segunda camada EF."
1120,Representante,Um #Representante é autorizado por um #Representado a comunicar no lugar do  #Representado. 
1121,Reservar,As ULs nesse frame indicam um cenário em que um #Cliente se organiza para reter os #Serviços de uma #Organização em um #Tempo posterior.
1122,Registro,Um #Registro que contém uma descrição de um #Dado. Este #Registro pode ser mantido por um #Registrador para uma #Entidade específica.  
1123,Capital_social,"Esse frame diz respeito ao #Capital, um ativo que pode ser comprado e vendido que representa uma participação do #Acionista em uma empresa (um #Emissor). O #Capital autoriza o #Acionista o #Acionista a obter lucros da empresa conforme determinado pelo conselho diretor da empresa #Emissora. As ULs nesse frame podem denotar o tipo de investimento em capital em um negócio (comum ou preferido) ou o próprio investimento. Ações ordinárias também são conhecidas como ações ordinárias ou ações com direito a voto."
1124,Experimentação,Um #Experienciador conduz um #Experimento baseado em uma #Hipótese. Este #Experimento contém um #Grupo_de_controle ou um #Membro_do_grupo_de_controle que é comparado com um #Grupo_de_tratamento ou um #Indivíduo_tratado para determinar o #Resultado.
1125,Fugitivo,Um #Fugitivo evita a recaptura por ou sob a autoridade de #Autoridades em relação a um #Crime que o #Fugitivo cometeu ou é suspeito de ter cometido.
1126,Cenário_da_violência,Este frame descreve atos (ou situações caracterizadas por atos) que causam ferimento ou dano.
1127,Mudar_acessibilidade,"Um #Agente faz com que um #Local_útil se torne acessível (ou inacessível) para um #Tema a um certo #Grau. Ao invés do #Local_útil, a cena pode ser descrita com referência a um #Portal (ou parte de um #Portal, como uma porta) para o #Local_útil. "
1128,Locais_por_entidades_características,"Um #Local é caracterizado pelo tipo de entidade associada ao #Local. Algumas palavras expressam especificamente regiões caracterizadas pelos indivíduos que normalmente vivem ou trabalham lá. Essas Características típicas incluem etnia, origem nacional, idioma e outros traços culturais compartilhados."
1129,Fazer_concessão,"Duas (ou mais) pessoas (as #Partes, também codificáveis como #Parte_1 e #Parte_2) chegam a um acordo, comprometendo-as a cumprir uma #Obrigação. O acordo é compreendido como não sendo ideal para ambas as partes, mas necessário para acabar com uma disputa. O processo é entendido como sendo simétrico ou recíproco. Em vez de uma menção específica à #Obrigação, uma expressão de #Tópico pode ser usada para indicar o domínio coberto. "
1130,Sacrificar_em_troca,Um #Agente sacrifica um #Ativo (frequentemente abstrato) em troca de um #Benefício que ele considera melhor ou que vale mais a pena possuir. 
1131,Cenário_de_desenvolvimento_de_produto,"Um #Desenvolvedor trabalha para criar progresso em uma entidade. A #Entidade normalmente passa por três estágios de desenvolvimento: o processo conceitual (Inovar); o processo de desenvolvimento (Desenvolvimento_de_produto); e o processo de fabricação (Fabricação). A #Entidade também pode passar por processos adicionais, como projeto, engenharia, prototipagem e testes."
1132,Desenvolvimento_de_produto,"Um #Desenvolvedor desenvolve um #Produto; em alguns casos, para uma #Companhia."
1133,Ontogenia,"Uma #Entidade se desenvolve de um #Estado_anterior para um #Estado_posterior. A #Entidade também pode ser representada por um adjetivo de denotação de entidade que é rotulado como #Domínio. Este frame não se destina à evolução de uma espécie inteira, mas sim ao desenvolvimento de um único organismo."
1134,Requerer_entidade,Um #Cliente solicita uma #Entidade de um #Fornecedor. O #Cliente pode encomendar a #Entidade ele mesmo ou através de um #Meio.
1135,Classificação_biológica,Esse frame tem a ver com taxonomia científica. As unidades lexicais neste frame incluem as sete principais classificações nas quais os organismos são agrupados com base em características biológicas comuns. Essas classificações são rotuladas como #Classificação neste frame. Os #Membros ou o #Subtipo da #Classificação são frequentemente expressos com o uso do substantivo de denotação de destino.
1136,Instabilidade,"Um #Tema tem o potencial de cair da sua #Posição atual, o que provavelmente resultaria em dano. "
1137,Caos,"As unidades lexicais nesse frame tem a ver com a #Entidade estando em #Estado de ordem ou desordem. Normalmente a #Entidade não é expressa, nesse frame, e, portanto, é marcada como instanciação nula."
1138,Cenário_da_saúde,"Um #Paciente interage com um ou mais Profissionais em saúde (médicos, enfermeiros e / ou paramédicos com responsabilidade pela saúde do #Paciente) para que possam determinar o estado de saúde do #Paciente e manter ou restaurar a saúde do #Paciente, conforme necessário. Normalmente, o #Paciente tem uma #Aflição, um problema médico que motiva ou exige que eles cheguem aos cuidados de um #Profissional_em_saúde. No mínimo, o #Paciente tem uma interação única com um #Profissional_em_saúde, mas geralmente o #Paciente tem uma relação com o #Profissional_em_saúde ou grupo de profissionais em saúde que têm a responsabilidade de ajudá-lo com a #Aflição específica ou com a saúde dele em geral. Tais interações normalmente ocorrem em um #Centro_de_saúde (um hospital ou consultório), mas em casos em que o #Paciente sofre uma #Aflição catastrófica repentina, o #Paciente pode ser levado aos cuidados de paramédicos, que agem como seu #Profissional_em_saúde até chegar a um centro de saúde."
1139,Licença_temporária,"Uma #Pessoa tira licença de sua #Atividade rotineira (como trabalho ou escola) por um #Período_de_tempo. A #Duração pode variar, desde que a ausência seja temporária."
1140,Nível_de_luz,"Há uma quantidade gradual de luz em uma determinada #Localização. Em alguns casos, a #Fonte de luz pode ser indicada em vez da #Localização."
1141,Descrição_de_atitude,As unidades lexicais desse frame são descrições da #Atitude de um #Pensador sobre um #Estado_de_coisas ou suas perspectivas sobre ela. o #Estado_de_coisas pode ser expresso sem um #Pensador em vários casos.
1142,Limitar,"Um #Agente ou #Causa limita o #Leque_de_opções a ter uma certa #Característica. A #Característica pode ser que apenas certos tipos de #Leque_de_opções podem ser aceito, ou (em caso de um #Leque_de_opções plural ou massivo) que apenas certos tipos de cardinalidades ou quantias são aceitáveis. Alternativamente, o #Grau no qual o #Leque_de_opções é limitado pode ser mencionado."
1143,Limitação,"Uma #Entidade que seria esperado que tivesse uma característica até certo ponto (geralmente baseado na comparação com outras entidades do mesmo tipo), mas, em vez disso, tem um grau mais limitado dessa característica."
1144,Finalidade_inerente,O universo é considerado através de uma perspectiva teleológica e os fenômenos naturais são vistos com o objetivo de cumprir algum objetivo final. Um fenômeno natural é um #Aparato e um objetivo final é um #Objetivo.
1145,Finalidade_do_utensílio,"Uma entidade viva pretende que um #Utensílio atenda a uma #Finalidade genérica. O material a partir do qual o utensílio é criado pode ser algo natural ou algo artificial, incluindo outro utensílio."
1146,Relação_condição_sintoma,"Um #Paciente tem uma #Condição_médica que pode ser entendida pelos #Sintomas. Esse frame foi construído para listar todas as maneiras de falar de um relacionamento entre #Paciente, #Condições_médicas e #Sintomas, incluindo ULs que também estão relacionadas a frames muito mais gerais, como Causalidade (por exemplo, causar.v)."
1147,Relação_matemática,"Uma expressão matemática #Expressão_1 tem uma relação com outra expressão matemática #Expressão_2. Essa relação pode ser de igualdade, desigualdade ou quase igualdade. O #Tipo da equação pode ser especificado. Sentidos de ULs neste frame que não são abertamente matemáticos devem ser colocados no frame de Contigência."
1148,Julgamento_de_intensidade,Um falante caracteriza a intensidade de um #Atributo de uma #Entidade por um #Grau.
1149,Causar_benefício_ou_prejuízo,"Um #Benfeitor confere uma #Situação_benéfica a um #Beneficiário. Ao contrário do Cenário_do_comércio, o destinatário não é necessariamente obrigado a pagar pelo bem ou serviço que recebe. Portanto, o elemento de benevolência é perfilado."
1150,Qualidade_artística_graduável,Esse frame contém ULs que atribuem uma qualidade artística a um trabalho.
1151,Estar_em_alerta,Um #Protagonista tomou conhecimento de um possível #Perigo (um evento perigoso ou uma #Entidade_perigosa que pode participar de um evento prejudicial ao #Protagonista) e está pronto para participar de uma #Atividade em resposta a esse #Perigoso.
1152,Potência_química,Esse frame contém palavras que descrevem quão potente um produto químico é.
1153,Avisar,"Um #Falante adverte um #Destinatário, dando uma #Mensagem que descreve uma situação indesejável que possa afetar o #Destinatário. O aviso pode, alternativamente, ser descrito como o #Tópico referente à situação indesejável ou emitido através de um #Meio específico."
1154,Enterrar,Um #Agente ou #Causa coloca um #Tema sob uma superfície (geralmente o solo) em um local #Alvo.
1155,Intervenção_em_saúde,"As #Intervenções baseadas em procedimentos ou em medicina são usadas no #Paciente para tentar aliviar uma #Condição_médica. Essas intervenções podem ter uma #Frequência_de_sucesso e #Efeitos_colaterais. Esse frame difere-se de Cura, já que este frame lida apenas com tentativas de aliviar uma #Condição_médica, enquanto Cura lida com situações em que a aflição ou a #Condição_médica foi curada."
1156,Chave,"Este frame é para objetos, físicos ou não, que são usados para conceder acesso a algum local ou função."
1157,Mecanismos_biológicos,Um mecanismo de gatilho provoca uma mudança em um sistema biológico.
1158,Tratar_e_maltratar,"Neste frame, um #Agente é avaliado como se comportando em relação a uma #Parte_afetada de alguma #Maneira, que pode ou não ser incorporada à UL de destino."
1160,Emprestar,"O #Prestamista entrega o #Tema ao #Prestatário com a expectativa de que o #Prestatário retornará o #Tema ao #Prestamista após uma #Duração de tempo. Esse frame difere do frame Pegar_emprestado no fato de que Emprestar perfila o #Prestamista em sentenças ativas, enquanto o frame Pegar_emprestado perfila o #Prestatário. Por hora, Emprestar inclui tanto o evento de tranferência em si mesmo, quanto o estado final do evento. "
1161,Pegar_emprestado,"O #Prestatário toma posse de um #Tema sabendo que o #Prestatário terá que devolver o #Tema ao #Prestamista após um #Duração do tempo. Essa estrutura difere do frame de Emprestar, pois esse frame  perfila o #Prestatário em sentenças ativas, enquanto que o frame de Emprestar perfila o #Prestamista. No momento, essa estrutura inclui o evento de transferência e o estado final do evento. Juntamente com outras maneiras de tomar posse temporária (por exemplo, ""coloque algo no seu bolso por um tempo""), esse frame é usado não literalmente para se referir a roubar. Neste uso, #Prestatário é um ladrão, #Prestamista é uma vítima e #Tema é um bem."
1162,Cenário_locativo,"Uma #Figura está localizada em relação a um #Fundo, cuja localização é (geralmente) melhor conhecida. Isso é feito identificando-se a #Figura como dentro de uma #Região_perfilada - uma forma definida por um esquema de imagem, localizada em um #Fundo e dimensionada por um contexto. Alternativamente, um grupo de #Figuras é descrito dentro de uma #Região_perfilada simétrica localizada simultaneamente em relação a cada uma das #Figuras."
1163,Manter,"Neste Frame, um #Agente continua a possuir um #Tema por uma #Duração de tempo."
1164,Compartilhar,"Nesse Frame, o #Protagonista_1 e o #Protagonista_2, coletivamente #Protagonistas, permitem um ao outro partilhar conjuntamente o uso de uma #Entidade."
1165,Cenário_de_nascimento,"Nasce uma #Prole de uma #Mãe e um #Pai, coletivamente referidos como #Pais. Este evento acontece em um determinado #Tempo e #Lugar."
1166,Apagar_fogo,Um #Agente faz com que um #Fogo se extinga.
1167,Cenário_de_apagar_fogo,"O Cenário_de_apagar_fogo começa com #Fogo no processo, transita com a ação do #Agente para apagar o #Fogo e termina com o #Fogo tendo parado de queimar."
1168,Cenário_do_fogo_acabar,"Este cenário começa com uma queima de #Fogo, transita para quando o #Fogo acaba e termina com o #Fogo dissipado."
1169,Fogo_apagar,Um #Fogo se apaga.
1170,Queimar_com_fogo,"Um #Fogo queima um #Combustível, resultando em dano e possivelmente a completa destruição do #Combustível.
"
1171,Causar_queimar,"Uma #Causa de um evento acarreta e potencialmente mantém a queima de #Inflamáveis. Frequentemente, um #Agente substitui a ação intencional que provoca o fogo, ou um #Ator substitui a ação que provoca o fogo de maneira não intencional."
1172,Pegar_fogo,"Um #Combustível, um objeto ou alguma substância inflamável, acaba por pegar fogo. Nesse frame, a causa do incêndio não é a principal preocupação, mas o fato de um incêndio ter começado. Em casos raros, apenas o #Fogo é mencionado e o #Combustível associado não é."
1173,Time ,Um #Time é um grupo com objetivos compartilhados que trabalha em conjunto  de maneira coordenada.
1174,Queimada_preventiva,"Um #Bombeiro produz uma queimada controlada para remover combustível de um incêndio atual, incompletamente controlado. "
1175,Cenário_de_desastre,"Esse frame abrange o cenário amplo para caracterizar desastres, incluindo a ocorrência de tipos específicos de desastres e a variedade de respostas a desastres.
"
1176,Emergência,"Este frame caracteriza a situação ou o estado de coisas em que alguém pode ou deve obrigatoriamente agir para impedir que um #Evento_indesejável ocorra. Geralmente, uma #Entidade afetada pelo #Evento_indesejável é mais relevante que o próprio evento e é, assim, mencionada em seu lugar."
1177,Combater_incêndios,"Esse frame caracteriza a situação em que um #Bombeiro age para evitar que um #Incêndio ocorra, acelere ou afete coisas importantes, como pessoas, edifícios, posses e áreas naturais valorizadas. Esse frame está presente principalmente como o domínio de destino de uma metáfora que mapeia todo o domínio de Encontro_hostil para o domínio do combate a incêndios."
1179,Fogo_de_emergência,Um incêndio que requer uma resposta de emergência.
1180,Atividade_de_leitura,"Um #Leitor examina visualmente um #Texto, normalmente em uma ordem linear, para entender seu conteúdo.  No lugar do #Texto, pode-se mencionar um #Tópico.Esse frame difere do frame Reading_perception, que obrigatoriamente focaliza os aspectos perceptivos e cognitivos interpretativos da leitura; ao contrário de Atividade_de_leitura, os alvos em Reading_perception exigem menção explícita do texto que está sendo examinado. Embora Atividade_de_leitura seja suficientemente amplo para abranger as mesmas circunstâncias que Reading_perception, também abrange situações em que a leitura é contrastada apenas com outra tarefa ou atividade de lazer, quando a leitura é considerada genericamente, e quando o Tópico unificando a atividade de leitura substitui a menção a um Texto. Além disso, esse frame difere do Ouvir em que Atividade_de_leitura é focado no que o Leitor está fazendo agentivamente, enquanto no Ouvir, o foco está no que o Ouvinte sabe e como ele sabe. Como resultado, a maioria das valências é inequívoca: complementos de oração completa para o frame Mensagem apontam para o frame Ouvir, enquanto Texto ou falta de qualquer complemento indica o frame Atividade_de_leitura. A única sobreposição é no caso do Tópico, onde os frames ainda podem ser distinguidos pela fatividade do Tópico. Em outras palavras, ler.v usado no frame Ouvir, assim como ouvir.v no frame Ouvir, quando usado com um Tópico, indica claramente que há algum fato específico relacionado ao Tópico que o leitor ou ouvinte agora conhece e entende."
1181,Corta-fogo,Este frame refere-se a entidades #Corta-fogo destinadas a evitar que um incêndio viaje em uma direção. Elas são construídas removendo-se materiais combustíveis / inflamáveis do caminho previsto das chamas.
1182,Agendamento,Um #Agente agenda um #Evento para acontecer em um #Tempo_agendado e em um #Lugar.
1183,Fazer_preparativos,Um #Agente realiza uma série de tarefas inespecíficas para fazer com que um #Evento aconteça em um #Tempo_agendado e em um #Lugar.  
1184,Animais,"As ULs deste frame se referem a entidades biológicas que não são humanos nem plantas, as quais são etiquetadas com o EF #Animal.
"
1185,Resgatar,Um #Agente salva um #Paciente ou um #Bem de uma #Situação_perigosa.
