Lemma,Cluster
amanteigado,1843
repleto,458
abarrotado,183
encapotado,1912
encasacado,175
coberto,1848
rastejante,972
lotado,183
enfeitado,101
pontilhado,101
drapeado,3749
regado,3782
empoeirado,183
embelezado,101
preenchido,1684
dourado,1025
esmaltado,1140
pendurado,490
injetado,1482
emperrado,183
lacado,689
forrado,101
desarrumado,183
ornamentado,101
superlotado,1800
pintado,101
pavimentado,9
empilhado,490
rebocado,1023
manchado,1683
respingado,1683
aspergido,1683
polvilhado,2390
borrifado,1683
espalhado,82
recheado,458
ladrilhado,490
envernizado,101
limitante,321
contíguo,473
abominável,550
agravante,83
agonizante,291
alarmante,1675
divertido,585
espantoso,380
impressionante,380
desconcertante,380
incômodo,755
calmante,593
animador,1747
arrepiante,1675
confortante,1492
cômico,1667
confuso,1675
consolador,838
querido,1996
depressivo,724
devastador,431
desapontador,1492
desbaratado,380
desconfortável,1492
desencorajador,1492
nojento,550
desmotivante,1492
desorientante,1492
angustiante,1675
perturbador,1675
enfadonho,1603
estremecedor,1492
eletrizante,1344
constrangedor,1492
vazio,1417
encorajador,1492
intrigante,1344
apreciável,380
enfurecedor,1492
apaixonante,1344
exasperador,1492
empolgante,1344
estimulante,1492
aterrorizante,1675
satisfatório,1492
engraçado,585
humilhante,169
sinistro,1675
gratificante,1492
arrebatador,1344
hilário,1667
insultante,1492
intimidador,3098
revigorante,1492
animado,1747
enlouquecedor,1492
alucinante,1344
mortificante,1492
mistificante,990
legal,988
ofensivo,598
pacificador,1492
apaziguador,1492
aprazível,585
tocante,1344
tranquilizador,1492
relaxante,2393
revoltante,550
incitador,1492
triste,1440
entristecedor,1492
assustador,1675
chocante,1675
repugnante,550
solene,145
comovente,1344
estressante,1492
marcante,380
estupeficante,990
surpreendente,380
tedioso,1603
emocionante,1344
cansativo,1492
atormentador,1492
traumático,848
traumatizante,848
problemático,1492
preocupante,1675
monótono,1603
insatisfatório,1492
inquietante,1675
desejoso,1089
ansioso,1089
interessado,657
relutante,1089
impaciente,1089
sedento,397
inadequado,653
insuficiente,380
apropriado,653
correto,653
inapropriado,653
indicado,137
ágil,2916
lento,2446
volumoso,998
espaçoso,585
colossal,1436
gigante,1436
gigantesco,1436
imensurável,380
imenso,1436
infinitesimal,817
jumbo,3541
liliputiano,175
massivo,1436
mediano,542
mini,2995
minúsculo,741
diminuto,741
substancial,380
fresco,1689
congelante,857
morno,1554
gelado,95
escaldante,857
tépido,1554
atual,91
pré-histórico,901
prévio,1254
tardio,33
posterior,374
intermediário,1684
de dedos leves,1504
roubado,82
portátil,1726
fechado,183
aberto,183
chique,1362
fashion,1362
efetivo,1341
preciso,766
ideal,653
inefetivo,956
perfeito,1344
soberbo,62
anual,329
bianual,329
bimestral,329
frequente,1472
infrequente,1472
intermintente,990
ocasional,1472
periódico,292
raro,3657
recorrente,83
semanalmente,74
anualmente,74
dual,2227
oportuno,149
último,374
décimo nono,895
nono,1109
décimo sétimo,895
décimo sexto,895
décimo,1109
décimo terceiro,895
determinado,137
pretendido,137
amedrontado,1089
surtado,724
assustado,1089
nervoso,824
aterrorizado,1089
íntimo,1100
novo,3920
épico,1994
infame,550
lendário,3842
notório,380
renomado,3842
assírio,399
bizantino,418
canadense,1692
chinês,1113
colombiano,1730
europeu,883
finlandês,1214
indiano,883
iraquiano,793
jamaicano,1692
jordaniano,793
romano,399
russo,3980
saudita,793
suíço,318
sírio,3352
vietnamita,1113
competente,39
experiente,1410
expert,1410
incompetente,39
inacreditável,380
inepto,1306
inexperiente,1410
leigo,3401
novo (em),252
notável,380
proficiente,392
habilidoso,62
superlativo,380
versado,1410
bem versado,1588
oriental,875
traseiro,1134
sulista,1632
superior,542
ocidental,875
sortido,441
heterogêneo,834
homogêneo,834
múltiplo,834
multifacetado,380
variado,834
sinuoso,3740
enrolado,2572
ruidoso,792
boquiaberto,1089
apreensivo,1089
calmo,1716
insatisfeito,1089
tranquilo,585
perturbado,880
febril,1812
satisfeito,1089
intimidado,1089
irritado,1089
tomado,82
inabalado,82
exaltado,2626
preocupado,1089
acessível,137
barato,1671
oneroso,1321
exorbitante,380
caro,2501
superfaturado,380
real,3218
contratual,217
elegante,1362
horrendo,550
saboroso,1843
feio,3781
doente,3596
amortalhado,961
escondido,414
mascarado,1912
obscurecido,82
protegido,82
blindado,742
velado,3290
entretido,640
afastado,414
conjugal,613
casado,970
solteiro,1252
agitado,640
agonizado,291
alarmado,1089
angustiado,880
envergonhado,1089
surpreso,1089
surpreendido,1089
desconcertado,1089
atordoado,1089
perplexo,1089
melancólico,724
entediado,640
abatido,2626
zangado,1089
esmagado,2626
encantado,657
demolido,82
desolado,880
desanimado,1089
devastado,880
desapontado,1089
desconsolado,880
desencorajado,1492
desorientado,880
inquieto,640
aflito,880
extasiado,1089
eufórico,1089
embaraçado,2572
amargurado,880
enfurecido,1089
exasperado,1089
excitado,79
farto,3520
admirado,657
afobado,640
assutado,1089
furioso,1089
sombrio,431
feliz,1440
saqueado,82
desgostoso,880
horrorizado,1089
humilhado,2626
inconsolável,880
indignado,1089
irado,121
jubiloso,1205
lívido,1712
lúgrube,175
ofendido,2626
mistificado,82
insípido,1603
radiante,395
exausto,640
petrificado,291
abalado,880
relaxado,640
ressentido,880
revoltado,1089
entristecido,880
chocado,1089
enjoado,640
ferido,1064
doloroso,431
estressado,640
estupefato,1089
simpático,585
emocionado,1089
atormentado,880
traumatizado,848
transtornado,880
antipático,3098
aborrecido,1089
boêmio,2069
bucólico,1189
cadeirante,955
central,824
confortável,585
condizente,1344
completo,834
clássico,869
cheiroso,1843
gostoso,1843
espetacular,1344
exuberante,1344
olímpico,851
organizado,137
prestativo,844
primoroso,1344
fenomenal,1344
protetor,945
sofrível,550
solícito,844
suculento,43
sujo,3623
surreal,1675
turístico,292
urbano,227
vegano,155
verdadeiro,2218
íngreme,1549
térreo,147
normal,542
fraco,398
frito,409
péssimo,550
perigoso,431
crocante,384
culinário,1
decadente,550
decepcionante,1492
deslumbrante,1344
despojado,1362
despreparado,1410
disponível,137
diversificado,380
dublado,27
eclético,834
eficiente,1677
abandonado,82
absurdo,1675
acolhedor,585
aconchegante,585
adorável,585
bacana,988
arrumado,183
barulhento,792
razoável,766
honesto,62
receptivo,585
ríspido,1437
apertado,1218
apetitoso,1843
apresentável,1344
bagunçado,183
rústico,1189
demorado,456
humorado,585
icônico,3842
impecável,1344
imperdível,1344
impotente,1306
impossível,766
imundo,285
incomparável,380
indescritível,380
inesquecível,1344
murcho,2171
negativo,29
self-service,609
pitoresco,1189
reformado,82
puro,2355
esportivo,292
hippie,1047
natural,155
paradisíaco,1344
descontraído,585
infantil,264
intimista,380
milanesa,1337
maneiro,360
longe,184
limpo,2552
geral,84
barroco,699
sagrado,352
devoto,3142
gourmet,1488
parmegiana,1337
piamontese,1337
instável,1472
lavável,437
úmido,2331
saudável,155
inexorável,1472
favorável,1492
relativo,374
indistinguível,380
deprimente,550
perito,3
inicial,374
preliminar,67
exato,149
babaca,360
decisiva,323
muscular,1313
degenerativo,663
alérgico,251
cardíaco,1196
grávida,634
irresistível,1492
psicológico,1591
solto,2268
digno,974
secundário,869
primário,869
domiciliar,3997
respiratório,956
violento,431
arara,3937
metido,360
morto,120
crítico,3002
despedido,1283
sozinho,414
luminoso,395
faminto,397
molhado,2572
sincero,62
sexto,1109
corrupto,62
explorado,82
ligeiro,431
para,201
abafado,792
abdominal,189
abençoado,62
abrangente,380
abstrato,2713
abusivo,598
acamado,3596
acanhado,741
aceso,307
acidental,848
acinzentado,1025
acomodado,650
agudo,3891
adormecido,291
adotado,358
adverso,29
afetado,1916
afiado,915
afilado,1348
afônico,640
agredido,2626
agressivo,431
agricultor,1853
ajoelhado,2522
ajustado,137
alaranjado,1025
alcoolizado,636
alcoólico,636
aliviado,1089
alterado,82
alternativo,39
amarelado,1025
amargo,1737
amarronzado,1025
ambidestro,2949
ambulatorial,1026
ambíguo,1675
ameaçado,82
amistoso,579
amoroso,62
anal,2012
anterior,374
antimicrobiano,775
aparente,380
apavorado,1089
aplicado,137
apo,2239
apoiado,358
aprovado,24
apático,640
aquoso,3700
arborizado,585
argentino,1730
argumentativo,1231
armado,1890
arquitetônico,932
arraigado,82
arterial,112
artístico,292
asiático,883
asmático,843
áspero,1437
assintomático,956
astrofísico,3612
atendido,925
atento,1075
atingido,1916
ativo,3216
atrasado,456
auditivo,513
audível,792
aumentado,1916
auricular,513
auriculoventricular,362
ausente,414
austríaco,1214
autista,261
automobilístico,380
automático,1684
autêntico,2218
avoado,360
axilar,923
azulado,1025
bacteriano,2114
banido,1148
bastante,482
bege,2434
bem-sucedido,380
bem-vindo,1865
bendito,2218
benigno,981
bilateral,492
biliar,387
bilingue,258
bipolar,724
bordado,391
brabo,121
brônquico,934
básico,869
bêbado,1930
cabisbaixo,880
cada,2321
cafona,1966
caipira,1632
calculado,137
caloso,298
calvo,2704
cancerígeno,89
cansado,640
capilar,1530
característico,380
cardiológico,956
carente,1338
carnavalesco,589
castanho,1025
catatônico,724
causado,1916
cefálico,298
centralizador,1684
cerebral,1196
cesárea,445
choroso,880
cianótico,956
ciente,1075
científico,292
cinza,197
cirúrgico,3754
clavicular,239
cognitivo,1591
colaborativo,292
colateral,29
colocado,490
colorido,101
combinado,137
comercial,2157
comestível,1529
comparável,380
competitivo,1897
complacente,3098
complicado,1492
componente,1585
comportamental,663
comprido,1348
comprometido,1089
comunista,845
comunitário,292
concentrado,137
concreto,1890
condicionado,1470
condoído,880
confessional,380
confiável,1677
conflituoso,1492
congestionado,1800
conjuntivo,870
consecutivo,374
consensual,663
consentido,663
conservante,1529
constante,1472
constipado,1312
contemplativo,3116
contemporâneo,380
contraditório,869
contraído,1173
controlador,1684
contínuo,1472
conveniente,39
convulsivo,291
corporal,1591
cortante,915
cosmológico,1887
craniano,298
cru,3379
curioso,657
cursivo,1819
curvado,490
cutâneo,167
debruçado,846
decepcionado,1089
decimal,1298
decorrente,83
defeituoso,183
definido,137
deitado,490
delator,480
delinquente,1952
denso,1394
dental,2461
dentário,889
dependente,1338
deplorável,550
dermatológico,3754
derrotado,1876
desalinhado,1842
desarmado,1912
descabido,869
descalço,729
descoberto,901
desconexo,1675
desconfiado,1089
descrito,137
desejado,137
desempregado,1252
desencadeante,956
desequilibrado,1492
desesperado,880
desfavorável,1492
desfocado,885
desgastante,1492
desmaiado,2626
desqualificado,556
destinado,137
destro,2949
desvinculado,137
devaneio,1675
devido,1916
diabético,275
didático,408
difundido,82
difuso,894
digital,726
diluído,1683
diminuído,1916
dinâmico,1472
dirigido,358
discreto,3098
discursivo,292
disposto,322
dissimulado,1912
dissolvido,1683
distal,3597
dividido,834
dolorido,431
doméstico,722
dorsal,1418
dotado,172
dramático,431
duodenal,1046
duro,3155
durante,434
duvidoso,869
ecológico,292
educativo,292
efervescente,624
eficaz,1677
eletrônico,726
elástico,437
elétrico,292
embriagado,636
emocional,1591
empolgado,1089
enamorado,872
encabulado,1089
encaminhado,913
encenado,1710
encomendado,456
encostado,490
endometrial,1598
endurecido,850
endócrino,1672
enigmático,414
ensolarado,857
enterrado,907
entreaberto,490
entusiasmado,1089
epigástrico,934
equilibrado,1492
equipado,585
equivalente,374
ergométrico,736
ermo,3033
erradio,972
esbaforido,640
esbranquiçado,1025
escamoso,870
escapular,314
escasso,90
escolar,680
escolhido,137
escravo,1878
escrotal,189
esferográfica,175
esofágico,1046
esparso,894
especial,380
específico,137
esperto,62
espesso,998
espontâneo,1472
espumoso,998
esquecido,82
esquerdo,1134
esquisito,1675
estabelecido,137
estadual,262
estadunidense,1692
estampado,101
estelar,1315
estomacal,1046
estrondoso,1436
estúpido,3098
esverdeado,1025
eventual,83
evidente,380
excessivo,1518
excluído,82
existente,380
expectante,291
extenso,834
externo,370
extravagante,380
extrovertido,585
exótico,1189
facial,1081
falciforme,109
fantasiado,1912
favorito,1996
federal,262
femoral,1832
fértil,3510
ficcional,1343
filosófico,292
firme,3981
fixo,2399
flamejante,395
flexível,437
fluido,2195
flácido,2171
foragido,3745
formal,518
fortuito,283
fracionário,817
férreo,3577
fétido,285
ganancioso,62
gastrointestinal,956
gemente,972
gengival,421
genial,393
genital,189
genuíno,2218
gestacional,634
ginecológico,3754
glandular,870
global,45
globoso,1348
gorduroso,1843
gramatical,733
grave,2465
gringo,3067
gripal,1812
grisalho,2572
grávido,634
guardado,97
gástrico,1046
habilitado,948
habitual,1472
hepático,1196
hipócrita,1178
hospitaleiro,585
humilde,741
ictérico,956
idiota,360
idêntico,869
ignorante,3098
ilícito,598
ilustrado,137
imaturo,555
imediato,1472
imortal,1892
impenetrável,380
imperceptível,380
impresso,1194
impressionado,1089
imprevisível,1472
inabitável,1317
inacessível,380
inalcançável,380
inapetente,74
incapaz,1306
incerto,912
incessante,1472
inclinado,490
incluído,137
incolor,998
incomodado,1089
incompleto,834
incompreensível,380
inconsciente,3116
incontrolável,1492
incorreto,653
independente,878
indesejado,1492
indireto,3766
individual,292
indolor,981
inesgotável,322
inexistente,380
infeccioso,2114
informal,518
inguinal,189
inibidor,551
iniciado,358
insignificante,380
inspirador,1492
instruído,1410
insuportável,1492
integral,3857
inteligente,1677
intencional,848
intenso,431
intercostal,239
intermitente,1472
internado,843
interrompido,143
intestinal,1046
intocado,82
intracraniano,956
intramuscular,775
intratável,1492
intrigado,1089
introduzido,137
introvertido,585
invasivo,981
invisível,380
involuntário,1472
inúmero,2633
irrepreensível,1344
irritadiço,640
irritativo,956
isento,1954
islandês,3832
isolado,414
itinerante,292
jornalístico,292
labial,1081
lacrimal,267
lacrimejante,291
largo,3740
latejante,3668
lavado,1382
legislativo,629
leitoso,998
letal,3043
letivo,472
letárgico,640
liberal,845
liderado,358
lingual,910
linguístico,392
liso,3690
listrado,391
logarítmico,817
loiro,1003
louvável,929
magro,1371
malaio,3308
malhado,172
mandibular,239
manifesto,663
mantido,358
marcado,358
marrom,1025
masculino,84
materno,165
matinal,237
medicinal,692
medieval,875
mensal,329
mental,1591
mentolado,1843
mero,2819
merecedor,707
mesquinho,62
milionário,670
misterioso,414
misturado,1683
modesto,741
modificado,82
modificador,1585
monetário,292
monocromático,101
moreno,1003
morfossintático,392
movimentado,137
moído,2219
mucoso,167
multicultural,380
multimilionário,670
máximo,763
métrico,2830
mínimo,763
nasal,2907
natalino,456
nazista,580
negligente,3098
neurológico,1591
neutro,653
nocivo,598
nordestino,1692
nudista,2122
nutricional,494
nítido,584
obeso,2795
oblíquo,915
obscuro,431
observado,137
obstruído,183
obtido,358
oclusivo,910
ocorrido,848
ocular,267
ofegante,640
oftalmológico,3754
oftálmico,267
oleoso,3559
omisso,1075
oncológico,3754
ondulado,2572
oposto,1981
oral,2807
orgulhoso,1089
orgânico,155
orientado,633
original,869
orofaríngeo,934
ortopédico,3754
oscilante,1472
ossudo,1348
otimista,912
ousado,3880
ovariano,1598
pacífico,585
pago,15
paliativo,58
palpebral,267
palpável,380
papilar,870
paraplégico,955
parasita,971
parasito,2114
parcial,3857
parecido,869
parental,786
parietal,298
particular,380
passivo,172
pastoso,998
patelar,314
paterno,165
patogénico,2114
patriarcal,1676
patriótico,976
pedagógico,292
pediátrico,3754
pegajoso,998
peniano,2346
pensativo,880
perdido,82
perianal,189
periférico,824
pertinente,766
pio,3935
picado,1429
preguiçoso,640
plausível,766
pleno,31
pleural,2326
poderoso,431
polido,689
poligonáceo,1043
polinomial,20
politécnico,2766
polémico,846
ponderal,1591
populacional,979
populoso,1317
pouco,482
poético,393
prazeroso,1843
precioso,90
precoce,33
precordial,956
preferido,1996
preso,903
presunçoso,3098
pretensioso,3098
prioritário,1906
provável,766
produtivo,292
proibido,321
prolongado,1472
proporcional,374
próspero,62
prostrado,2522
proveniente,83
provocador,1492
pruriginoso,956
psicótico,724
psiquiátrico,3754
psíquico,1591
pubiano,189
publicitário,2157
pulmonar,1196
punido,1148
purulento,870
pálido,1712
pélvico,269
pós-operatório,1842
púbico,84
quadriculado,101
quadrático,817
qualquer,83
queimado,757
queixoso,768
queniano,851
quieto,1716
quântico,1887
radical,845
radiofónico,292
raivoso,360
recente,91
receoso,1089
recluso,154
recreativo,292
redondo,1348
reduzido,1916
referente,374
refinado,869
refletido,1916
reflexivo,393
religioso,831
removido,82
removível,1785
renal,2918
rente,3282
repartido,834
repentino,1472
repetitivo,1603
repreensível,1492
resistente,437
respeitável,380
responsivo,595
restritivo,869
reto,3881
retal,3721
retangular,101
retroesternal,239
revestido,101
rigoroso,1437
rodeado,458
rombudo,1348
rosado,1025
roxo,3548
ruivo,1003
rural,1376
sábio,59
salvo,283
sanguíneo,714
seguido,358
seguinte,374
seguro,653
seletivo,539
semanal,329
semelhante,869
sensível,3098
sentado,490
separado,834
sereno,1716
severo,1437
sexual,1414
significante,380
significativo,380
silencioso,792
simbólico,1641
sintomático,956
sintático,733
sobrecarregado,380
solidário,62
solitário,414
sonolento,640
sorridente,585
soteropolitano,1692
subjuntivo,3276
submandibular,239
subsequente,374
sufocado,2626
superficial,380
suposto,2218
só,2223
súbito,1934
tabagista,1387
talentoso,62
tamanho,1925
teatral,1710
tecnológico,292
teimoso,360
teleguiado,1912
televisivo,292
temporário,1472
tenso,1394
terrestre,1917
terrorista,3114
tibial,314
tolerante,3098
torcido,490
torto,2756
torácico,298
tosco,1667
tradicional,380
traduzido,27
transferido,913
transferidor,1684
traumatológico,956
treinado,1410
trepadeira,43
trovadoresco,976
trémulo,1712
tubário,1598
turbulento,1472
turvo,2524
ulcerativo,178
um,2153
umbilical,382
ungueal,167
unicelular,148
unido,3615
unificado,834
uretral,2579
usado,358
usual,518
uterino,1598
utilizado,137
vago,2584
vaginal,189
valente,62
vascular,1196
veloz,2446
venoso,2798
ventilador,1470
ventral,1418
ventricular,934
verbal,2561
verde,816
vermelho,1025
vesical,2579
vesicular,870
vespertino,237
vibrante,395
vidrado,657
vinculado,137
violentado,2626
violeta,499
virado,448
viral,2313
vivo,1111
vulgar,518
vulnerável,3098
vulvar,189
vário,2633
zonzo,2781
árduo,3786
ártico,2735
étnico,424
ínfimo,741
óbvio,584
redor,560
próxima,374
única,152
autossuficiente,380
gaúcho,1870
plástica,1785
a,2459
completa,1889
monitorado,73
sólido,3827
desavisado,1410
verde-clara,395
procariota,148
enganosa,1178
picadinha,1429
patenteado,869
de última geração,611
afro-brasileiro,1692
afrogourmet,1043
anti-higiênico,1492
natureba,155
paraolímpico,851
bem-cuidado,585
bombado,172
caprichado,1344
subdimensionado,380
meia-boca,550
medicado,843
mandatório,766
clonado,552
inadimissível,1492
homoafetivo,632
homofóbico,632
estiloso,1362
compartilhável,585
customizado,595
daora,3492
elitizado,976
válido,653
sancionado,24
superdimensionado,380
uniformizados,279
arregalados,291
alcoolista,724
alimentar,738
alongado,1348
automatizado,1684
avexado,640
açucarado,1843
borrado,885
cacheado,2572
camado,611
capsular,870
cardiopulmonar,956
cativado,657
cismado,1089
comunicacional,175
contraindicado,137
contuso,86
costal,3076
custodiado,82
deformado,82
deglutido,1545
demonstrado,137
desacordado,2626
destampado,490
devolvido,82
dialítico,1375
edemaciado,956
empurrado,490
encaracolado,2572
engolido,1545
enrugado,2572
entregue,82
entupido,183
equivocado,869
esmurrado,703
estudado,82
estuprado,2626
etilista,1387
evitado,1916
fermentado,1223
fistular,934
fornecido,137
fragmentado,834
glamoroso,1362
glicêmico,112
grunge,1047
hipertenso,275
hipertensivo,956
hipoativo,956
hipotérmico,956
incapacitante,956
inespecífico,869
ingerido,3674
institucionalizado,181
intervalar,817
mamado,1372
margeado,1220
mastigado,1545
mesogástrico,934
mofado,285
nodular,255
nublado,327
paradidático,408
patrocinado,444
pequenininho,741
peritoneal,870
planejado,137
politraumatizado,848
psicoativo,692
quadricular,101
regular,542
ressecado,2572
reumatoide,109
sacral,298
sinusal,631
sortudo,765
sugerido,137
superciliar,239
supraorbital,239
tabelar,3056
tireoidiano,109
torneado,689
triglicerídeo,293
triturado,1683
vagal,631
veiculado,292
verificado,137
álgico,58
autônomo,172
tanto,482
barra pesada,198
light,3066
secretivo,1793
anquilosante,109
descamativo,956
sindrômico,956
bolhoso,870
flogístico,1043
sudoreico,574
suprapúbica,239
hipogástrico,934
periumbilical,239
osteomuscular,956
retro-orbitário,239
perineal,189
esternal,239
subgaleal,239
ascítico,870
arresponsivo,990
sequelado,848
dispineico,252
afebril,956
removedor,429
pronto socorro,252
discal,1832
periorbital,239
himenal,870
cardiorespiratório,956
perfurocortante,848
multissemiótico,1043
nervosildo,1043
ultraprocessado,1043
pau de arara,252
em alta,895
a postos,1504
verbo-visual,392
superpopuloso,1492
em vigor,1793
três,1388
sete,900
21,3513
16,2531
quinze,61
seis,900
uma,3953
bilhão,3462
oito,900
cinquenta e dois,3512
cinquenta,61
quinhentos,61
quarenta,61
quatorze,61
cem,3156
milhão,3462
nove,900
noventa,61
setenta e quatro,3512
setenta,61
sessenta,61
dez,2955
trinta,61
mil,3069
doze,900
vinte e cinco,3512
vinte e sete,3512
vinte,61
duzentos,61
dezoito,61
dezesseis,61
treze,61
3,1234
7,2314
onze,900
dezessete,61
dezenove,61
catorze,61
vinte e dois,3512
vinte e três,3512
vinte e quatro,3512
vinte e seis,3512
vinte e oito,3512
vinte e nove,3512
vinte e um,3512
oitenta,61
sétimo,1109
trinta e um,3512
trinta e dois,3512
trinta e três,3512
trinta e quatro,3512
trinta e cinco,3512
trinta e seis,3512
trinta e sete,3512
trinta e oito,3512
trinta e nove,3512
ambos,1711
zilhão,302
milhar,909
novecentos,61
quatrocentos,61
quarenta e cinco,3512
quarenta e oito,3512
quarenta e nove,3512
quarenta e dois,3512
dois mil e um,1504
mil e cem,252
quarenta e um,3512
noventa e três,3512
dois mil,1504
1,2563
2,1234
4,1234
5,3567
6,2314
8,2314
cinquenta e um,3512
comprar,1408
withdraw,3380
dar,2083
visitar,938
gostar,2402
ter,1901
pedir,1782
conhecer,55
começar,3430
abandonar,853
conseguir,1872
restar,142
visar,1888
pretender,96
planejar,420
cobiçar,1284
aspirar,993
ambicionar,96
ansiar,1433
desejar,201
deixar,201
abundar,644
abusar,1651
acompanhar,39
iniciar,3430
principiar,590
inaugurar,818
estrear,1560
obrigar,672
cumprir,483
ceder,2635
alojar,2119
ir,2817
voar,1856
voltar,1275
chegar,573
vir,3059
correr,214
sair,3941
partir,273
pegar,186
cortar,540
chorar,1144
arrumar,3368
romper,1009
lecionar,1332
molhar,2748
afiar,2253
secar,3103
acordar,3278
juntar,677
terminar,3430
incluir,50
irritar,481
estudar,1332
ganhar,3014
expirar,2142
dizer,1125
viver,3516
regressar,1275
alcançar,573
ficar,1174
reger,2565
desvendar,1997
crer,2911
corrigir,1069
acrescentar,50
interpretar,2350
casar,2165
afluir,3342
continuar,853
admirar,205
explicar,430
dormir,899
anexar,2765
comer,2965
trabalhar,650
confessar,2332
entrar,3894
responder,2715
descobrir,1997
escrever,1622
lastimar,75
agradecer,1865
mentir,1265
tornar,2190
preterir,39
imaginar,32
classificar,128
trazer,1524
enviar,881
distrair,1562
aconselhar,1250
acabar,1536
bastar,142
jogar,1385
satisfazer,320
narrar,496
proceder,2198
fingir,1265
divertir,1562
ensaiar,3600
ler,2549
fazer,201
inventa,859
criar,642
conversar,55
atuar,2296
concentrar,181
ajudar,1833
achar,3808
treinar,1293
apresentar,181
melhorar,1613
avisar,2945
falar,1125
contar,496
parar,214
aprender,1332
reunir,677
xingar,316
brigar,686
habilitar,948
caminhar,643
esquentar,3662
dançar,433
interessar,657
emagrecer,494
abrigar,856
abrir marcador,1793
abrir placar,1793
ampliar,1624
apitar fim,1793
apitar,3694
apoiar,1328
apreciar,205
atacar,811
atrair,153
bater,2267
beber,1713
cabecear,324
cavar,2125
chutar,3495
cobrar,1552
comemorar,1177
completar,3430
concluir,3430
conquistar vaga,1793
conquistar,320
contra-atacar,1876
contratar,39
decidir,1564
defender,975
derrubar,1006
desembarcar,1071
desfrutar,205
destacar-se,96
disputar,1456
driblar,3387
eliminar,50
embarcar,1071
encerrar,3430
estar,1174
explodir,236
finalizar,3430
haver,2232
hospedar,250
interceptar,734
livrar,3984
marcar falta,1793
marcar,278
mostrar,430
oferecer,333
pagar,15
paralisar,935
participar,785
passar,201
passear,938
pegar rebote,1793
perder gol,1793
perder,3014
possuir,96
pressionar,181
receber,1365
reiniciar,350
reservar,2525
sambar,2900
sediar,1573
seguir,207
simular,1397
substituir,39
surpreender,96
suspender,935
tirar,719
trocar,1826
vaiar,3932
vencer,3626
vender,1408
viajar,938
torcer,690
arrebentar,794
machucar,1926
furar,3531
trincar,3952
queimar,757
soltar,3820
rasgar,2992
descolar,1277
existir,1084
sacar,3951
carregar,1135
saltar,1880
arremessar,1076
enterrar,907
bloquear,935
avançar,1613
quicar,1198
invadir,811
conduzir,1452
converter,224
tocar,946
remar,1158
lutar,2909
queimar a largada,1588
socar,1533
imobilizar,1006
organizar,420
assistir,55
atirar,506
aclimatar,1103
renovar,1642
levantar,1490
erguer,1490
acertar,558
disparar,209
rolar,2808
agarrar,389
tacar,2414
nadar,2336
agachar,3666
girar,1210
competir,1456
velejar,3200
ultrapassar,1279
segurar,389
afundar,569
pertencer,597
tomar,2123
exigir,1552
permitir,1824
dividir,2010
prolongar,434
estabelecer,181
situar,3226
surgir,997
transportar,1365
explorar,1558
atravessar,1279
proporcionar,181
ocupar,3846
afetar,1157
contribuir,1613
aparecer,1084
misturar,1466
durar,2201
encantar,331
lançar,1868
triplicar,2856
representar,181
evidenciar,128
instalar,948
materializar,181
transformar,181
preparar,1517
projetar,536
revestir,882
proteger,975
cobrir,1547
aproveitar,245
usar,2862
atender,1138
saber,3806
circular,410
encontrar,1872
esbanjar,1004
preservar,975
mudar,1733
reduzir,1422
acontecer,1084
aportar,3742
abranger,3448
celebrar,1177
assumir,659
ameaçar,811
funcionar,1084
realizar,2198
eleger,501
valorizar,556
deslocar,1279
manter,975
agrupar,2010
esperar,893
aguardar,893
observar,2350
pescar,3186
caçar,2999
descansar,1380
localizar,473
formar,1430
brincar,1562
experimentar,55
vivenciar,55
alugar,334
estruturar,420
nascer,3181
libertar,941
chamar,1679
investir,304
ligar,30
emergir,997
equivaler,597
revelar,1997
englobar,3448
sentir,66
comercializar,181
entrelaçar,462
produzir,536
praticar,126
pontuar,1548
disponibilizar,181
buscar,1872
crescer,1172
escolher,546
esquecer,2354
espalhar,644
frequentar,785
espalmar,324
cravar,2570
deter,2586
resultar,228
deliciar-se,205
levar,1524
provar,1285
procurar,1872
impressionar,96
conter,88
revoltar,1123
fugir,3614
apitar início,1793
cruzar,3406
considerar,556
abordar,731
pensar,32
definir,128
acreditar,32
colocar,50
mandar,881
ouvir,571
cozinhar,892
pintar,1255
tentar,1893
aumentar,1422
diminuir,1422
educar,2733
morar,1211
largar,186
dominar,1558
errar,3148
ir embora,895
adorar,2402
ensinar,1332
importar,1682
inovar,3208
sobrar,1393
tratar,731
desperdiçar,245
desenhar,179
prestar,958
perguntar,32
faltar,865
focar,464
sair por cima,895
ter que,1098
administrar,420
estigmatizar,556
permanecer,650
convida,1035
esforçar,3126
receitar,1079
encarar,3414
desaparecer,1084
fundar,3310
repensar,265
evitar,2356
põem,2085
determinar,128
privilegiar,2548
predominar,590
dispor,333
fazer parte,1793
fazer com que,1793
desencadear,228
compartilhar,1365
valer,1493
construir,536
atingir,573
percorrer,1279
colonizar,1558
movimentar,410
distribuir,1365
abastecer,621
adquirir,1408
ponderar,32
reconhecer,128
perdurar,434
esconder,235
separar,2010
adotar,1746
lembrar,2354
identificar,128
recomendar,128
resolver,1316
circundar,1279
preferir,1517
optar,2161
elevar,3930
incorporar,181
guardar,97
dificultar,2548
subdividir,2010
parecer,96
retratar,430
industrializar,181
combinar,1517
declarar,2332
convidar,1035
ter a ver,252
inundar,801
garantir,1824
